,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,balance_life,balance_work,balance_work-life,balance_work/life,benefit_good,company_large,decision_making,environment_work,flexible_hour,great_place,hour_long,job_security,life_work,long_term,management_upper,n_n,none_none,people_smart,red_tape,short_term,earnings,pred_column
1,Q2,0.44368344544382227,0.6869037670643543,0.9764048456276545,0.4467670852610489,1,2,2,0,0.2687520613258448,0.4387631794994788,0.10343539955190441,0.6108941145210575,0.3373819163292847,0.5740573650700861,0.9194272880404267,0.3475177304964539,0.43514209133945975,0.4015072983384387,0.37777777777777777,0.20828430435787204,0.31376543209876545,0.17634605694129502,0.14632516686817762,0.24962962962962967,0.13906249999999998,0.3910416666666667,0.36714285714285716,0.1260808270676692,0.3205560392684453,0.03798534798534798,-0.01098765432098765,0.28665824915824917,0.11428598788176711,0.5083059210526316,0.016666666666666666,0.07857142857142857,0.8900622613601183,1.0
2,Q3,0.4048005630569649,0.7503864773435944,0.9317712240332262,0.0,1,2,2,1,0.4761137081817627,0.7909367261330256,0.3916486002450749,0.5456672870868755,0.970873786407767,0.7658562952816466,0.7343561760328823,0.7287750464780005,0.4094486531986532,0.3732769660894661,0.4157142857142857,1.0,0.36111570247933883,0.1369047619047619,0.25,0.20256802721088435,0.21438365797098563,0.5095157013125763,-0.1,0.6,0.30764830848164176,-0.05,-0.034722222222222224,0.28665824915824917,-1.0,0.3305860805860806,0.0625,0.10685048928557114,0.9033400983798286,1.0
3,Q4,0.23907103013849768,0.8948373095205335,0.4494070727213081,0.2631394449048737,1,2,2,1,0.46445323231902763,0.8814821921093656,0.40339805825242714,0.24571191709844556,1.0,0.8590517098959195,1.0,0.6880851063829788,0.1330787037037037,0.1330787037037037,0.3378693733405043,0.20828430435787204,0.52,0.16053571428571428,0.14632516686817762,0.17518939393939395,0.18234126984126986,0.5811360544217686,0.10449841269841272,0.1247053872053872,0.12168402777777777,0.1625,0.15408653846153847,0.28665824915824917,-0.10999999999999996,0.4651755651755652,0.1660703287441052,0.10685048928557114,0.9212273399607857,1.0
4,Q5,0.5649951541228688,0.8484050449839832,0.6543254926793597,0.20102816083138134,1,2,2,2,0.24715625786157827,0.5581891270457827,0.23385394681300126,0.5033716302470526,0.8199847444698704,1.0,0.8767058076801016,0.906567992599445,0.634375,0.4510235969387755,0.15943877551020408,0.04702380952380952,0.4500190682333539,0.21051587301587302,0.14632516686817762,0.1970117243867244,0.21875,0.4714761904761905,0.22583333333333333,0.2026799325152709,0.5108796296296296,0.48333333333333334,-0.009259259259259264,0.28665824915824917,0.11428598788176711,0.2737755102040816,0.18998316498316498,0.0,0.9045784458738949,0.0
5,Q6,0.39095915784710894,0.8946496796906317,0.6494434207537173,0.4161209548081478,1,2,2,2,0.5060659460609508,0.5734100811448215,0.44822006472491904,0.7208059873344846,0.8284600389863548,0.7000018356370579,0.6319275479859423,0.7336485421591805,-0.10833333333333332,0.11000000000000001,0.2878306878306878,0.18999999999999995,0.3185670975849548,0.16715873015873017,0.0,0.4282986111111111,-0.025,0.5563783068783069,0.07309523809523812,0.2026799325152709,0.1,-0.2547619047619048,0.0,0.28665824915824917,0.11428598788176711,0.44761904761904764,0.2316635745207174,0.10685048928557114,0.8910254205221698,0.0
6,Q7,0.5440536172559337,0.7745196810963347,0.7913311962036498,0.60768782942484,1,2,2,2,0.34822461807434546,0.17571699244513733,0.559378640776699,0.7793890155440413,0.8421052631578947,0.8337908475136298,0.688321167883212,0.6672340425531915,0.3206818181818182,0.3176430976430976,0.23725378787878787,0.7,0.32765873015873015,0.15439387755102038,0.1545138888888889,0.15020833333333333,0.22857142857142856,0.6866666666666668,-0.020833333333333332,0.4838095238095238,0.28505050505050505,0.028571428571428564,0.09694280797622634,0.28665824915824917,0.1820408163265306,0.3003787878787879,0.14557291666666666,0.05104166666666666,0.8930205359292765,1.0
7,Q8,0.3372153012452145,0.5301771818803191,0.6365659801874479,0.3163011046351753,0,2,2,2,0.5996684193100817,1.0,0.42744165112839966,0.6581161857049719,0.7493900313698153,0.5938963001215534,0.5758447334074541,0.7594758348597999,0.15922673706764615,0.15922673706764615,0.3378693733405043,-0.00694444444444442,0.41790634365634366,0.13021825396825398,-0.025,0.3421031746031746,0.7,0.5793333333333334,0.21249999999999997,0.29537037037037034,0.22330406336088154,0.2263888888888889,0.24380952380952378,0.28665824915824917,0.15333333333333332,0.3732142857142857,0.0723859126984127,0.10685048928557114,0.8935365140518042,1.0
8,Q9,0.4370304013182164,0.9714062383274382,0.6664969141384423,0.2451568609630739,1,2,2,2,0.3322481762537705,0.2955099810479389,0.2633870483435091,0.6066449441803321,0.8817145957677699,0.6162088833857624,0.8211678832116789,0.8060978284711561,0.36845125861792527,0.33495568965265937,0.5,0.1525,0.4271282186948853,0.1695856016878744,-0.10000000000000002,0.06877672224894446,0.125,0.5000000000000001,0.10777907039692754,0.10972222222222222,0.27370316758858426,0.2128747795414462,0.26726190476190476,0.28665824915824917,0.20000000000000007,0.3556845238095238,0.09958152958152959,0.1442857142857143,0.8864160159609232,0.0
9,Q10,0.5106970909851144,1.0,0.804013608876421,0.18346547336012203,1,2,2,2,0.3047377215882398,0.4519530800688185,0.3293045373489201,0.5658919319022945,0.8190118152524167,0.9028715732121363,0.7950990615224193,0.8404255319148937,0.39920483749055174,0.35713730158730156,0.3724166666666667,-0.025793650793650785,0.4922222222222222,0.19131349206349207,0.07115384615384612,0.2874689662189662,-0.08888888888888889,0.40675925925925926,0.07309771825396826,0.2026799325152709,0.3689995590828924,0.10231249999999999,0.14375,0.28665824915824917,0.15819444444444444,0.27715797430083144,0.29732142857142857,0.08,0.905197619620928,1.0
10,Q11,0.5438352949708513,0.9297059788429821,0.7951132089759441,0.16652622114614843,1,2,2,2,0.2518137859819823,0.6282616300178551,0.2974363563151537,0.4944609727561423,0.6669900557846229,0.6617376005043011,0.6975512126206735,0.8647906657515443,0.20222914122914123,0.16874307116494616,0.09682133838383838,0.1279761904761905,0.39047455082511473,0.17803896103896102,0.36527777777777776,0.2042061143984221,0.109375,0.48747294372294375,0.024842592592592593,0.18939393939393936,0.24405303724053726,0.06111111111111112,-0.05,0.28665824915824917,0.11428598788176711,0.2951587301587302,0.29027777777777775,0.1285714285714286,0.9049224312889134,0.0
11,Q12,0.5465325906441085,0.8341336051919469,0.9358310767458904,0.4194780641502075,1,2,2,2,0.04639061984203122,0.23961101799613474,0.20326258749153306,0.5754283648632365,0.719094247246022,0.9148605919033038,0.613223561364794,0.8849579416130628,0.08860416666666668,0.1070653353057199,0.4338282051282051,0.65,0.4550644841269841,0.09443722943722943,0.14632516686817762,0.3146720993933115,0.34791666666666665,0.4605555555555556,-0.05000000000000001,0.06614583333333333,0.07593749999999999,0.07500000000000001,0.24375000000000002,0.28665824915824917,0.0,0.2615460927960928,0.17603535353535354,-0.018750000000000003,0.9604760758143854,1.0
12,Q13,0.5184899052575117,0.7439249817736064,0.7190639970477514,0.7369443985006328,1,2,0,2,0.449902742149633,0.30094811546248096,0.29205289285243596,0.3951112465711673,0.893069778518695,0.6693094856669555,0.36455064900749756,0.820833734475787,0.3696666666666667,0.3454511278195489,0.21513347763347768,0.3946428571428572,0.43544022198040055,0.32619047619047625,0.5142857142857143,0.36252138734281586,0.4475340136054422,0.6642857142857144,0.01923582766439911,0.3393939393939394,0.3255,-0.04428571428571428,0.10833333333333332,0.7,0.0,0.1912408424908425,0.1660703287441052,0.20952380952380953,0.31646658181693094,0.0
13,Q14,0.6365897776956335,0.39711950956081077,0.7256246416581634,0.5965618026897608,1,2,0,2,0.1531924762578719,0.15188284211634048,0.2927151443101512,0.33078707130520596,0.5370569280343717,0.8384305977471113,0.4648939867917971,1.0,0.37765989729225025,0.36645541549953314,0.13075892857142857,0.18980952380952384,0.4225579365079365,0.23623809523809522,0.0,0.35102513227513227,0.3924621212121212,0.5688249845392702,0.17291666666666666,0.24479166666666666,0.29851380872214206,0.05000000000000001,0.14135802469135803,0.28665824915824917,0.0,0.27445578231292517,0.05845454545454546,0.0,0.7364727735544013,1.0
14,Q15,0.5329227527436415,0.26220330703679107,0.6321364103172674,0.3886697701728995,1,2,0,2,0.1818939659266327,0.4011184436468019,0.3308849692471916,0.3663977429943303,0.5855607605400938,0.7122477452658582,0.4533381740359996,0.8951765623259441,0.31778782725211296,0.2525158548267792,0.25583556654985223,0.3986666666666666,0.4954797178130511,0.19548205927670212,-0.02752976190476189,0.304874751984127,0.017261904761904756,0.5299565596440597,0.02754629629629629,0.4741418650793651,0.2311003811003811,0.18858740465883322,0.020312500000000004,0.28665824915824917,0.384375,0.23102056277056277,0.03669758812615955,0.18303184910327766,0.8694575350005159,1.0
15,Q16,0.665125453350018,0.33165967400647556,0.5818360804705045,0.4786186096743754,1,2,0,2,0.18833340271129054,0.013278970300195874,0.26466327631376174,0.35848934945308,0.45112781954887216,0.6766121482460488,0.46836982968369834,0.939952718676123,0.3710273654916512,0.27952056277056275,0.0737161172161172,0.22394372294372294,0.4517918771043771,0.24614199134199133,0.2,0.28012566137566136,0.2833333333333333,0.5406503345139709,0.1533843537414966,0.10638888888888891,0.3141695951107715,0.1878968253968254,0.09204803133374563,0.28665824915824917,0.11346153846153846,0.2733673469387755,0.32796296296296296,0.10685048928557114,1.0,1.0
16,Q17,0.594889593378486,0.2438745884810519,0.7969344393920135,0.5362141536002268,1,2,0,2,0.13927430033109653,0.2272616418588169,0.2946165593978401,0.31542877103102984,0.6209343583678296,0.7164271779060248,0.36906421717378834,0.8141286158259623,0.4049530677655678,0.3824135944700461,0.20567857142857143,0.08505952380952382,0.44654362249950486,0.21230798785964602,0.12767965367965367,0.3802050170068027,0.3283110119047619,0.5245512820512821,0.13762152777777775,0.30853174603174605,0.40865433673469387,0.10692857142857143,0.15016666666666664,0.28665824915824917,-0.3999999999999999,0.21904761904761905,0.02500000000000001,0.225,0.7910976574593237,0.0
17,Q18,0.7362604921832057,0.17325735563942835,0.7697992057736622,0.4168304922687908,1,2,0,2,0.25980244907939204,0.1949431143579123,0.33111752529228256,0.23325771367222137,0.5136715663031453,0.6367864643100064,0.3493456960610246,0.8891444636125487,0.34349489795918364,0.31078160430839,0.2537202380952381,-0.05000000000000002,0.49724143361048123,0.23889273566569486,0.08803571428571427,0.3422473371653857,0.22499999999999998,0.5429588744588745,0.15876190476190474,0.3499999999999999,0.3350491982507289,0.13632491582491582,0.0971957671957672,0.25,0.12499999999999999,0.2741468253968254,0.16466666666666668,0.0,0.8832857486842558,1.0
18,Q19,0.7856041634865081,0.24487238336893685,0.6433179382730465,0.5716396872759039,1,2,0,2,0.14086840486787017,0.1927576008877344,0.26514426364009297,0.2986902138217908,0.5337286879169756,0.8465991721018328,0.4721394057777322,0.9985016481869943,0.24272746403428222,0.28906766073432744,0.8,0.06681818181818182,0.4744050024050024,0.21642732244412916,0.15,0.3019784007879246,0.17511111111111108,0.6018333333333333,0.13333333333333333,0.27485714285714286,0.34274266474266474,0.007429792429792428,0.03759920634920634,0.28665824915824917,0.31666666666666665,0.3232738095238095,0.13020833333333334,0.08333333333333333,0.8529806336211344,0.0
19,Q20,0.7168111839825908,0.16438488685184152,0.5230815420186047,0.5624896255447979,1,2,2,2,0.24054050417192088,0.34918841290641395,0.3412430704250139,0.2939843150759983,0.46112259500715536,0.6388777281046627,0.6552252629721924,0.9071157678215594,0.15490699404761907,0.17323628364389235,0.5075555555555556,0.24425,0.4111790524290524,0.2584776334776335,0.09999999999999999,0.38667710944026734,0.17292517006802718,0.5522291092745639,0.15833333333333333,0.08055555555555556,0.23438456632653062,0.03930555555555555,0.1,0.28665824915824917,0.0,0.4064360119047619,0.18,0.08804453262786598,0.8636097829452031,1.0
20,Q21,0.6595709154151541,0.3120438281531593,0.6644957284177844,0.5466781783463591,1,2,2,2,0.18721528232413634,0.24969794565669373,0.32132139704955237,0.537560056523787,0.5536568694463431,0.5244272991175353,0.5723291307232915,0.7528046421663444,0.2702380952380952,0.29988884255625325,-0.06749999999999996,0.14425380608974359,0.4112098767709563,0.24303095238095235,0.0,0.3387013568868407,0.19966517857142854,0.5359464285714286,0.16666666666666669,0.08541666666666667,0.2699874686716792,-0.05527777777777779,0.1217559523809524,0.28665824915824917,0.0,0.2536904761904762,0.35,0.0,0.7803997110522514,0.0
21,Q22,0.5343692201101691,0.19636000985128635,0.3959359585984503,0.5703457563224318,1,2,2,2,0.3349791919495953,0.8606568046548859,0.5210079384836666,0.5879958076849268,0.6222822012295697,0.493093062562747,0.4099340778172896,0.6415711947626842,0.20848575036075037,0.21681245686680467,0.4064285714285714,-0.05798809523809523,0.5162985008818342,0.20116224053724052,-0.1375,0.2875756373256373,0.2750066137566137,0.5745370370370371,0.1329439484126984,0.16944444444444445,0.25450287311894454,0.01741071428571428,0.16666666666666666,0.28665824915824917,0.16,0.3510119047619048,0.1660703287441052,0.15422077922077923,0.8196140483643494,1.0
22,Q23,0.47159630358325866,0.2398077770241287,0.651263866224987,0.4677409057803679,1,2,1,2,0.5989137860530717,0.410724942333331,0.6644203312392919,0.8868052423041755,0.5727554179566563,0.29996938805259415,0.317732932589094,0.5826032540675845,0.3512388888888889,0.3438722222222222,0.3877777777777778,-0.060833333333333336,0.47107473544973544,0.2638095238095238,0.12857142857142856,0.3833730158730159,0.22566666666666665,0.38913492063492067,-0.0042427849927849925,0.08425595238095239,0.3952168458781362,0.09267195767195767,0.041874999999999996,0.28665824915824917,0.35,0.33869047619047615,0.07130140692640694,0.10704761904761906,0.8300368064394069,1.0
23,Q24,0.13900978629012545,0.035474896088783035,0.3491754671670899,0.593010656758299,1,2,1,-1,0.5419389751488157,0.597553663508814,0.942807722352416,0.8994127806563038,0.5369026013309135,0.28160872066857684,0.15311687222082387,0.40743458058204945,0.03868452380952381,0.05475595238095238,0.0,-0.22499999999999995,0.4426511230315578,0.14148242630385485,-0.08303571428571431,0.33658465608465604,0.4497222222222222,0.5879166666666668,0.13749999999999998,0.22375,0.14631862745098037,0.21694444444444447,0.05731292517006803,0.11742424242424243,0.12460317460317462,0.3242559523809524,0.35,0.08916666666666667,0.41106257094699183,0.0
24,Q25,0.0,0.0,0.26904761101991853,0.6803710157303958,1,2,1,-1,1.0,0.5557164088708487,1.0,1.0,0.6650199505985179,0.0,0.18017602571872776,0.3086258545203165,0.3360351696234049,0.3365409423028471,0.11875000000000002,0.6273809523809524,0.4719722222222222,0.14192956349206348,0.375,0.3627605025596097,0.14643658810325477,0.2629405162738496,-0.05,-0.19999999999999998,0.3392089947089947,0.16770833333333335,0.1637329931972789,0.28665824915824917,0.35681818181818187,0.26701833146277587,0.1660703287441052,0.04,0.7437996628942933,1.0
25,Q26,0.018497296491083264,0.11591563249579015,0.0,1.0,1,2,1,-1,0.8766988088028541,0.74441785116075,0.7931636168404098,0.8648437238843389,0.6912442396313363,0.12334364419973791,0.2619496114904639,0.43239533287577214,0.2774743609565038,0.2774743609565038,0.6166666666666667,0.0,0.4861361737677527,0.14138095238095238,0.14632516686817762,0.28485119047619045,0.16666666666666666,0.6821625344352618,-0.25,0.1,0.29076319921908156,0.5116666666666667,0.11022222222222222,0.28665824915824917,0.0,0.20733560090702946,0.11071428571428571,-0.0625,0.8107736231983764,1.0
26,Q27,0.22237605274000086,0.1144389375346286,0.45272151059157256,0.6084021922726945,1,2,2,0,0.6243706164571008,0.7447267772808108,0.6723300970873787,0.6828045419468635,0.5739081746920492,0.0723370862347138,0.3183724180773413,0.4990946129470349,0.40675015460729746,0.40880785880785886,0.3378693733405043,0.19,0.39320519179894176,0.23497189153439152,-0.08040123456790126,0.2090081004853732,0.12976190476190477,0.7777777777777778,0.002083333333333326,0.15000000000000002,0.3998726763432646,0.054761904761904755,0.125,0.28665824915824917,0.4,0.09275793650793651,0.355,0.10305555555555555,0.0,0.0
27,Q28,0.04741200389040273,0.1297470019514819,0.07151691734067965,0.4215410688191128,1,2,1,-1,0.6803063730591515,0.47338666849399547,0.8598507364110693,0.9650234394275845,0.5370569280343717,0.23698149340687857,0.18682655543969415,0.5106382978723404,0.3201851851851852,0.36645833333333333,0.1875,0.20828430435787204,0.4448034769463341,0.022619047619047608,0.14632516686817762,0.2321666666666667,0.0,0.653125,0.11302910052910052,0.2026799325152709,0.33314814814814814,0.4125,0.13333333333333333,0.28665824915824917,0.4527777777777778,0.054365079365079366,0.1660703287441052,0.10685048928557114,0.8094320800798046,1.0
28,Q29,0.18841181300618406,0.46633194171317344,0.3994930026431667,0.3155950102258933,1,2,0,0,0.6539506782190876,0.2161836073918715,0.603724985139687,0.7025808043424624,0.5549588256355173,0.0436585670118039,0.1694473409801877,0.5106382978723404,0.4339502164502164,0.4178125,0.7,0.39999999999999997,0.5104455266955267,0.2805787037037037,0.14632516686817762,0.3669851190476191,0.07083333333333333,0.6833333333333333,0.23333333333333334,0.19,0.32785714285714285,0.13343024382012478,-0.016666666666666666,-0.3,-0.25,0.22595238095238096,0.1660703287441052,0.10685048928557114,0.9066767569055072,1.0
29,Q30,0.3249733714718328,0.6407332520435027,0.4687805226569828,0.4788737647189927,1,2,0,0,0.49268956233327243,0.19366017548744824,0.5013987164719433,0.8085957671028366,0.7136485280999108,0.17472495778812575,0.27990844983298285,0.4240894338261811,0.3118492063492063,0.3147530864197531,-0.17708333333333331,-0.22499999999999992,0.39254308390022674,0.5047619047619047,0.125,0.3292890211640212,0.48750000000000004,0.6238888888888889,0.10777907039692754,0.23125,0.3375283446712018,-0.11666666666666665,0.16499999999999998,0.28665824915824917,0.17666666666666667,0.2721649029982363,0.1660703287441052,-0.014455782312925158,0.7876234047676378,0.0
30,Q31,0.6861814248446413,0.546549437766274,0.33720705757629166,0.6573053236210689,1,2,0,0,0.34822461807434546,0.125305192469121,0.40877669902912617,0.6250727461139896,0.6210526315789473,0.07596497604493631,0.3204379562043796,0.475404255319149,0.16947128851540616,0.17950066137566137,0.04999999999999999,0.14999999999999997,0.42027777777777775,0.342063492063492,0.14632516686817762,0.33650793650793653,0.2230952380952381,0.5080357142857143,0.10777907039692754,0.1,0.21990714285714286,0.08124999999999999,0.35,0.5,-0.5,0.23691957453321089,-0.04523809523809524,0.10624999999999998,0.4591173334250628,0.0
31,Q32,0.7041305551844523,0.6021188166673473,0.33768071553162726,0.3315694647222311,1,2,0,0,0.15251320577230323,0.1331008316406699,0.3326994294865379,0.5237861225361893,0.5697232772653282,0.37206395056724023,0.3734291519301679,0.666374204869489,0.3807391534391534,0.4151719246031746,0.5905357142857143,0.20828430435787204,0.3912566137566137,-0.048809523809523775,0.9,0.46601346801346805,0.2174074074074074,0.688888888888889,0.08238095238095237,0.4720238095238095,0.3697210317460317,0.3,0.09694280797622634,0.28665824915824917,0.11428598788176711,0.5946428571428571,0.1660703287441052,0.0,0.8082969282102439,1.0
32,Q33,0.8902304117629327,0.6307952313919513,0.33405781409628765,0.6308071042871988,0,2,2,0,0.20775338838291663,0.2417535023552405,0.3145403962981888,0.44819561858012896,0.507848568790397,0.2445184496016183,0.5148973406752893,0.6950354609929078,0.2673076923076923,0.29018493761140823,0.7,0.6000000000000001,0.5380681818181817,0.05939682539682537,-0.05,0.31097725143298055,0.23055555555555554,0.45500000000000007,0.2833333333333333,0.44999999999999996,0.31666666666666665,0.23931818181818182,0.1301388888888889,0.28665824915824917,1.0,0.3055952380952381,0.1660703287441052,0.09722222222222222,0.9964913487668123,1.0
33,Q34,0.7813034210693761,0.7102447374907755,0.27495724688896195,0.6562061396253651,0,2,0,0,0.22715314490280153,0.26708837990166684,0.5546723300970874,0.20954404145077715,0.6743421052631579,0.46829774491987447,0.24635036496350374,0.5212765957446809,0.30598232323232327,0.2928510101010101,0.3378693733405043,0.26666666666666666,0.49166666666666664,0.1232142857142857,0.14632516686817762,0.3196320346320346,0.0,0.7083333333333334,0.3833333333333333,0.17777777777777778,0.2774186507936508,0.13343024382012478,0.09694280797622634,0.28665824915824917,0.3958333333333333,0.3357142857142857,0.1660703287441052,0.10685048928557114,0.7149048880327474,0.0
34,Q35,1.0,0.9671887121435379,0.4945099326046883,0.5661114104184194,0,2,0,0,0.1268367814178079,0.048287164727984964,0.3521729079981507,0.24877374784110534,0.5534670008354219,0.39092382368443823,0.16220600162206003,0.6288416075650118,0.3058300395256917,0.3038985088985089,0.3666666666666667,0.015476190476190484,0.42926818783068776,0.11507936507936507,-0.125,0.38999458874458875,0.294,0.562857142857143,0.2899999999999999,0.0376984126984127,0.35803661616161614,0.13874999999999998,0.030952380952380967,0.28665824915824917,0.215,0.17083333333333334,0.1660703287441052,0.2380952380952381,0.7439028585187988,1.0
35,Q36,0.9388190483434392,0.7558278680416854,0.1575120572585906,0.47125871169078104,1,2,0,0,0.16341666822168988,0.0,0.4018524718223413,0.1326353403609076,0.5142165759225651,0.26346154941693195,0.08704589311183822,0.5692100758131573,0.3010662427849927,0.30842950937950936,0.7,0.1,0.5083117283950617,0.22708183020683018,0.5616161616161617,0.33603172348484844,0.27270833333333333,0.5326427045177046,0.08245535714285712,0.26183333333333336,0.32527996126680336,0.25400432900432907,0.09694280797622634,0.7749999999999999,0.11428598788176711,0.3226190476190476,0.2333333333333333,0.2818181818181819,0.8739293453957552,1.0
36,Q37,0.809402322249531,0.8011510673202128,0.347339630169887,0.4972201030508369,0,2,0,0,0.14917867319048606,0.08136830258176735,0.25166117395564264,0.15811265864904692,0.46837276677933365,0.2819916426307677,0.08287015335163735,0.7039625219597893,0.37551711389477344,0.3865440534917279,0.27708333333333335,0.2388888888888889,0.45848870650953977,0.28269343090771665,0.3,0.33530578898225954,0.1504671717171717,0.5560516934046346,0.0027777777777777866,0.027083333333333327,0.37024873125932445,0.29470959595959595,0.10208333333333333,0.0,0.0,0.17271825396825397,0.4033333333333332,0.17500000000000002,0.6868700767087476,0.0
37,Q38,0.8066717733538455,0.7687904260577196,0.26245545282122895,0.4642929196548741,1,2,0,0,0.07392108402574145,0.036075003881081785,0.2154235969995735,0.11852726566788502,0.4623963008295933,0.2213291634489656,0.05210396273034196,0.6357688712958381,0.280028675028675,0.2171293178700586,0.5343253968253968,0.1875,0.42691666666666667,0.25357142857142856,0.046666666666666655,0.45643973751116607,0.09642857142857142,0.5950968013468014,0.051666666666666666,-0.15833333333333335,0.333307746779969,0.13343024382012478,0.015277777777777807,0.5375,0.1,0.4067460317460318,0.1660703287441052,0.43499999999999994,0.7443500395583227,1.0
38,Q39,0.9576195779221628,0.9146560315878106,0.49494941461756403,0.4580183847088059,1,2,0,0,0.06163351445732091,0.0976822883726737,0.1842000265992818,0.021548158137554133,0.29560201874549386,0.12198819107020399,0.13873612638736124,0.714077528417371,0.18934794372294372,0.26671893939393937,0.582,0.3666666666666667,0.45106124166838457,0.2775496031746032,0.40952380952380957,0.3690277777777778,0.3090909090909091,0.5335457646641858,0.22867965367965368,0.2026799325152709,0.31276885922719255,0.16952380952380955,0.0,0.28665824915824917,0.46666666666666673,0.2023809523809524,0.1660703287441052,0.11857142857142858,0.8264937566647174,1.0
39,Q40,0.8222814905936503,0.7147679566044669,0.4128861978443612,0.4767486488070026,1,2,0,0,0.0,0.07954448118136812,0.264129680998613,0.0,0.26629072681704263,0.14971767246465734,0.0,0.62677304964539,0.28204331419609197,0.30419034949337975,0.5666666666666667,0.0,0.43232490503323834,0.195093537414966,0.022222222222222216,0.3479730339105339,0.22249999999999998,0.5907539682539682,0.07814814814814815,0.24270833333333333,0.32898686190352855,0.2912121212121212,0.0016111111111111243,0.28665824915824917,0.19999999999999998,0.26896825396825397,0.057142857142857134,0.18914141414141414,0.6510611950053318,0.0
